0.000000000000000000e+00,5.594638402390560259e+02,0.000000000000000000e+00,1.240502616085660703e+00,3.912425199033393586e-01,2.054332700577185200e+00,9.813682744614877773e-01,1.700738533439551059e+00,1.604942186158464734e+00,1.475215920327356267e+00,8.129924011444407128e-01,1.908137952537652504e+00
1.000000000000000000e+00,6.940024951420447223e+02,1.240502616085660703e+00,0.000000000000000000e+00,1.492414008172430862e+00,3.155504188846276481e+00,2.082539762730579280e+00,2.801910021708642340e+00,2.706113674427556237e+00,2.576387408596447770e+00,1.914163889413532216e+00,3.009309440806744007e+00
2.000000000000000000e+00,6.839543874963418375e+02,3.912425199033393586e-01,1.492414008172430862e+00,0.000000000000000000e+00,2.306244092663955136e+00,1.233279666548257936e+00,1.952649925526321217e+00,1.856853578245234893e+00,1.727127312414126425e+00,1.064903793231210871e+00,2.160049344624422663e+00
3.000000000000000000e+00,6.175797287428251821e+02,2.054332700577185200e+00,3.155504188846276481e+00,2.306244092663955136e+00,0.000000000000000000e+00,2.896369847222103555e+00,3.615740106200166615e+00,3.519943758919080512e+00,3.390217493087972045e+00,2.727993973905056713e+00,3.823139525298268282e+00
4.000000000000000000e+00,6.831714053119686696e+02,9.813682744614877773e-01,2.082539762730579280e+00,1.233279666548257936e+00,2.896369847222103555e+00,0.000000000000000000e+00,2.542775680084469414e+00,2.446979332803383311e+00,2.317253066972274844e+00,1.655029547789359290e+00,2.750175099182571081e+00
5.000000000000000000e+00,3.530737332276951292e+02,1.700738533439551059e+00,2.801910021708642340e+00,1.952649925526321217e+00,3.615740106200166615e+00,2.542775680084469414e+00,0.000000000000000000e+00,3.166349591781446371e+00,3.036623325950338348e+00,2.374399806767422572e+00,3.469545358160634585e+00
6.000000000000000000e+00,3.681061607231997641e+02,1.604942186158464734e+00,2.706113674427556237e+00,1.856853578245234893e+00,3.519943758919080512e+00,2.446979332803383311e+00,3.166349591781446371e+00,0.000000000000000000e+00,2.940826978669251801e+00,2.278603459486336469e+00,3.373749010879548038e+00
7.000000000000000000e+00,6.225693276915872048e+02,1.475215920327356267e+00,2.576387408596447770e+00,1.727127312414126425e+00,3.390217493087972045e+00,2.317253066972274844e+00,3.036623325950338348e+00,2.940826978669251801e+00,0.000000000000000000e+00,2.148877193655227558e+00,3.244022745048439571e+00
8.000000000000000000e+00,4.535411165300427569e+02,8.129924011444407128e-01,1.914163889413532216e+00,1.064903793231210871e+00,2.727993973905056713e+00,1.655029547789359290e+00,2.374399806767422572e+00,2.278603459486336469e+00,2.148877193655227558e+00,0.000000000000000000e+00,2.581799225865523795e+00
9.000000000000000000e+00,2.868846310986197636e+02,1.908137952537652504e+00,3.009309440806744007e+00,2.160049344624422663e+00,3.823139525298268282e+00,2.750175099182571081e+00,3.469545358160634585e+00,3.373749010879548038e+00,3.244022745048439571e+00,2.581799225865523795e+00,0.000000000000000000e+00
