0.000000000000000000e+00,9.487571085344498556e+00,7.015864881183057067e-01,1.011221492610448563e-43
1.000000000000000000e+00,8.583333184408797223e+00,3.302090895966449668e-01,2.748785007910214747e-43
2.000000000000000000e+00,8.263160126821166074e+00,4.583167293149731369e-01,7.471972337342990671e-43
3.000000000000000000e+00,7.741129554563102921e+00,3.062737550510714196e-02,2.031092662734810931e-42
4.000000000000000000e+00,6.907934893833862944e+00,9.885451528881880057e-01,5.521082277028532450e-42
5.000000000000000000e+00,8.870699731094070728e+00,9.063492462490969903e-02,1.500785762707394803e-41
6.000000000000000000e+00,8.057876199895110503e+00,5.353420100490625666e-01,4.079558667177560336e-41
7.000000000000000000e+00,1.099388766385634142e+01,5.827868237900605264e-01,1.108939019312136462e-40
8.000000000000000000e+00,6.110324743933134961e+00,8.366097471847550038e-01,3.014408785065374574e-40
9.000000000000000000e+00,8.298252015770623657e+00,9.385150591479999305e-01,8.194012623990514689e-40
1.000000000000000000e+01,7.089524304350726780e+00,4.727522404913649945e-01,2.227363561795743763e-39
1.100000000000000000e+01,6.156723214961207447e+00,3.497841839613382575e-01,6.054601895401185753e-39
1.200000000000000000e+01,6.671803792901388697e+00,2.905042954699702529e-01,1.645811431082273700e-38
1.300000000000000000e+01,7.745250099331977722e+00,9.873533623833746775e-01,4.473779306181120725e-38
1.400000000000000000e+01,9.438844761597533051e+00,2.240434965724734384e-01,1.216099299252825575e-37
1.500000000000000000e+01,7.823695872848422717e+00,2.084797054408809858e-01,3.305700626760734337e-37
1.600000000000000000e+01,9.142031976404599192e+00,3.517124769801732720e-01,8.985825944049380993e-37
1.700000000000000000e+01,9.846000811345193782e+00,9.400066489651666135e-01,2.442600737740527707e-36
1.800000000000000000e+01,9.225279010363435006e+00,5.681728964174248553e-01,6.639677199580734812e-36
1.900000000000000000e+01,9.383938257947232131e+00,1.982163726149948069e-01,1.804851387845415299e-35
2.000000000000000000e+01,7.198750304513848342e+00,7.599995852680317965e-01,4.906094730649280825e-35
2.100000000000000000e+01,7.969873432238927080e+00,2.309419858823104632e-01,1.333614815502261367e-34
2.200000000000000000e+01,8.208128881532894994e+00,9.441854569859886581e-01,3.625140919143559290e-34
2.300000000000000000e+01,8.818528076480539823e+00,7.281645498806378347e-01,9.854154686111257471e-34
2.400000000000000000e+01,9.072994275977414702e+00,8.915853213560201995e-01,2.678636961808077819e-33
2.500000000000000000e+01,8.258534027817828971e+00,7.573218409210895619e-01,7.281290178321643462e-33
2.600000000000000000e+01,8.717178461550474822e+00,8.347093192420032004e-01,1.979259877946904503e-32
2.700000000000000000e+01,7.460509336014146342e+00,3.400177979519800608e-01,5.380186160021138245e-32
2.800000000000000000e+01,7.588595026296078849e+00,9.806955221869545491e-01,1.462486227251230920e-31
2.900000000000000000e+01,8.043445147273683205e+00,8.477231074722505477e-01,3.975449735908646841e-31
3.000000000000000000e+01,9.272056865839505946e+00,3.153155064676103070e-01,1.080639277707278488e-30
3.100000000000000000e+01,8.443344655875726801e+00,6.727620014937181203e-01,2.937482111710802807e-30
3.200000000000000000e+01,7.965079653703407203e+00,7.084021662860751078e-01,7.984904245686979152e-30
3.300000000000000000e+01,7.712800775411458254e+00,8.134606096563737898e-01,2.170522011303639466e-29
3.400000000000000000e+01,8.941700523655537580e+00,2.176291837520798744e-01,5.900090541597060914e-29
3.500000000000000000e+01,7.917034739508229002e+00,3.965345205153307795e-01,1.603810890548637927e-28
3.600000000000000000e+01,7.236447972199194112e+00,2.626856945355127704e-01,4.359610000063080854e-28
3.700000000000000000e+01,9.285297048706821599e+00,2.315305678932922939e-01,1.185064864233980974e-27
3.800000000000000000e+01,6.966837015852045845e+00,2.030111847186768792e-01,3.221340285992515930e-27
3.900000000000000000e+01,7.093617271205456376e+00,6.917020215347400303e-01,8.756510762696520037e-27
4.000000000000000000e+01,6.872064448286152150e+00,6.150093734955563995e-01,2.380266408694400669e-26
4.100000000000000000e+01,6.605527006732247131e+00,9.669572437596241077e-01,6.470234925645459878e-26
4.200000000000000000e+01,6.293227883889553453e+00,8.853526708452084115e-01,1.758792202424311607e-25
4.300000000000000000e+01,6.589490532496584230e+00,7.671973975295984793e-01,4.780892883885468821e-25
4.400000000000000000e+01,8.015705392658581729e+00,9.497186292325763279e-01,1.299581425007503120e-24
4.500000000000000000e+01,7.810530582626204144e+00,7.874391499266144567e-01,3.532628572200807111e-24
4.600000000000000000e+01,8.660069726702634085e+00,5.562672009605059698e-01,9.602680054508675555e-24
4.700000000000000000e+01,7.214035784175846011e+00,7.967005006903836728e-01,2.610279069667704745e-23
4.800000000000000000e+01,5.475384157254155504e+00,2.152108979234816089e-01,7.095474162284703661e-23
4.900000000000000000e+01,7.684846437643355621e+00,8.306923240174539647e-01,1.928749847963917821e-22
5.000000000000000000e+01,7.273882133644813841e+00,3.257454830195361528e-01,5.242885663363463898e-22
5.100000000000000000e+01,6.904131590104281457e+00,4.488523427263267918e-01,1.425164082740935155e-21
5.200000000000000000e+01,7.759998230002495667e+00,2.490146637237801528e-03,3.873997628687186783e-21
5.300000000000000000e+01,7.609507359405377258e+00,4.177269943286503473e-01,1.053061735755381174e-20
5.400000000000000000e+01,6.807211540415650575e+00,4.187388352804435332e-01,2.862518580549393657e-20
5.500000000000000000e+01,8.074613742550509343e+00,5.616936903552173233e-01,7.781132241133796610e-20
5.600000000000000000e+01,8.494736939542478993e+00,2.043232868424937343e-01,2.115131037591080464e-19
5.700000000000000000e+01,7.268004360387389617e+00,6.210424481049171552e-01,5.749522264293559897e-19
5.800000000000000000e+01,9.016952361987234710e+00,1.273183248227339470e-01,1.562882189334988794e-18
5.900000000000000000e+01,7.702441477194846620e+00,1.980692189429809902e-01,4.248354255291588871e-18
6.000000000000000000e+01,8.281574524273723981e+00,4.411260694333731663e-02,1.154822417301578612e-17
6.100000000000000000e+01,5.761425727479974057e+00,1.000000000000000000e+00,3.139132792048029595e-17
6.200000000000000000e+01,8.946033257007204753e+00,6.753192331667827730e-01,8.533047625744065802e-17
6.300000000000000000e+01,7.821646770764720813e+00,6.146542363257986308e-01,2.319522830243569634e-16
6.400000000000000000e+01,8.804780605000411597e+00,3.364634791551877613e-01,6.305116760146989222e-16
6.500000000000000000e+01,6.349756988242781119e+00,2.515177999936261122e-01,1.713908431542013000e-15
6.600000000000000000e+01,8.725425706653870961e+00,7.733659905766844256e-01,4.658886145103397737e-15
6.700000000000000000e+01,7.726840371221848969e+00,8.885635096331667704e-01,1.266416554909417554e-14
6.800000000000000000e+01,8.485729474871163802e+00,8.743993562537207831e-01,3.442477108469976751e-14
6.900000000000000000e+01,8.012959005870763818e+00,6.201717326162893285e-01,9.357622968840174817e-14
7.000000000000000000e+01,8.578131860954311350e+00,7.046715284829402348e-01,2.543665647376922751e-13
7.100000000000000000e+01,1.009444251749810029e+01,7.310668656264466270e-01,6.914400106940203020e-13
7.200000000000000000e+01,7.594186258589570748e+00,1.719843285211758444e-01,1.879528816539083239e-12
7.300000000000000000e+01,8.496175404206043780e+00,4.191582808611447053e-01,5.109089028063325100e-12
7.400000000000000000e+01,8.635955652716308606e+00,9.095711319284132124e-01,1.388794386496402090e-11
7.500000000000000000e+01,8.173420627105628000e+00,4.920705866165247522e-01,3.775134544279097726e-11
7.600000000000000000e+01,1.078832038949647476e+01,5.155514064261388363e-01,1.026187963170189018e-10
7.700000000000000000e+01,7.515011929112559663e+00,6.567291720097515606e-01,2.789468092868924638e-10
7.800000000000000000e+01,8.884240505549025002e+00,7.741551019667082256e-01,7.582560427911906597e-10
7.900000000000000000e+01,7.201856111829862073e+00,1.727287781896217067e-01,2.061153622438557870e-09
8.000000000000000000e+01,9.786196605649294611e+00,7.079854423354824400e-01,5.602796437537267826e-09
