0.000000000000000000e+00,2.479790521962834475e+02,0.000000000000000000e+00,1.244567415732438231e+00,2.520490540668289814e-01,6.770666591401639511e-01,1.448697034855047416e+00,3.808978615316338523e-01,1.477536553768052263e+00,1.580085694112000061e+00,1.143225500298449493e+00,7.332601881970499669e-01,1.161832483313044451e+00,8.939786581646842478e-01,1.038312752391030713e-01,8.736402658900142004e-01,1.813272782719759224e+00,1.715156265066959174e+00,1.409194543689942236e-01,1.030570149490313003e-01,8.439756235782116534e-01,5.710624804696220469e-01,1.887242780116311858e+00,1.210103451404443753e+00,1.602359938442356802e+00,1.688882948115588700e-01,1.572265856298377118e+00,3.745418464061527342e-01,5.232963887206751874e-01,7.957106529294388775e-01,1.187879130285350193e+00,7.556660520930362779e-01,2.899975098841189869e-01,1.192497659325799653e+00,8.704444752536808494e-01,1.444840296417781111e+00,8.796335745166066200e-01,7.466934874570969605e-01,1.875661826295775825e-01,9.434246257930871682e-01,1.101255048292722805e+00,9.304943089391159994e-01,7.457601861290024114e-01,1.525422801701645348e+00,1.356920108856638052e+00,8.687022763583631679e-01,1.605310456209601000e+00,1.138094627137901771e+00,1.898209259887903233e+00,1.736779258483708066e+00,7.188675534594699545e-01,8.669053613435562244e-01
1.000000000000000000e+00,5.530989122140470045e+02,1.244567415732438231e+00,0.000000000000000000e+00,1.413872335123863566e+00,1.838889940197198536e+00,2.610520315912082001e+00,1.542721142588668437e+00,2.639359834825087070e+00,2.741908975169034868e+00,2.305048781355484078e+00,1.895083469254084552e+00,2.323655764370078813e+00,2.055801939221718833e+00,1.265654556296137656e+00,2.035463546947048563e+00,2.975096063776793809e+00,2.876979546123993536e+00,1.302742735426028808e+00,1.264880296006065885e+00,2.005798904635246238e+00,1.732885761526656632e+00,3.049066061173346220e+00,2.371926732461478338e+00,2.764183219499391164e+00,1.330711575868593455e+00,2.734089137355411481e+00,1.536365127463187319e+00,1.685119669777709772e+00,1.957533933986473462e+00,2.349702411342384778e+00,1.917489333150070863e+00,1.451820790941153572e+00,2.354320940382834237e+00,2.032267756310715434e+00,2.606663577474815696e+00,2.041456855573641427e+00,1.908516768514131545e+00,1.349389463686612167e+00,2.105247906850121531e+00,2.263078329349757389e+00,2.092317589996150584e+00,1.907583467186036996e+00,2.687246082758679933e+00,2.518743389913672637e+00,2.030525557415397753e+00,2.767133737266635585e+00,2.299917908194936356e+00,3.060032540944937818e+00,2.898602539540742651e+00,1.880690834516504539e+00,2.028728642400590587e+00
2.000000000000000000e+00,2.041936508182003820e+02,2.520490540668289814e-01,1.413872335123863566e+00,0.000000000000000000e+00,8.463715785315892859e-01,1.618001954246472751e+00,5.502027809230591870e-01,1.646841473159477598e+00,1.749390613503425396e+00,1.312530419689874828e+00,9.025651075884753016e-01,1.331137402704469785e+00,1.063283577556109583e+00,2.731361946305284061e-01,1.042945185281439535e+00,1.982577702111184559e+00,1.884461184458384508e+00,3.102243737604195584e-01,2.723619343404566351e-01,1.013280542969636988e+00,7.403673998610473816e-01,2.056547699507737192e+00,1.379408370795869088e+00,1.771664857833782136e+00,3.381932142029842048e-01,1.741570775689802453e+00,5.438467657975780689e-01,6.926013081121005222e-01,9.650155723208642122e-01,1.357184049676775528e+00,9.249709714844616126e-01,4.593024292755443216e-01,1.361802578717224987e+00,1.039749394645106184e+00,1.614145215809206446e+00,1.048938493908031955e+00,9.159984068485222952e-01,3.568711020210029172e-01,1.112729545184512503e+00,1.270559967684148139e+00,1.099799228330541334e+00,9.150651055204277462e-01,1.694727721093070683e+00,1.526225028248063387e+00,1.038007195749788503e+00,1.774615375601026335e+00,1.307399546529327106e+00,2.067514179279328346e+00,1.906084177875133401e+00,8.881724728508952893e-01,1.036210280734981559e+00
3.000000000000000000e+00,4.416603240156487118e+02,6.770666591401639511e-01,1.838889940197198536e+00,8.463715785315892859e-01,0.000000000000000000e+00,2.043019559319807499e+00,9.752203859963941568e-01,2.071859078232812568e+00,2.174408218576760365e+00,1.737548024763209797e+00,1.327582712661810271e+00,1.756155007777804755e+00,1.488301182629444552e+00,6.981537997038633758e-01,1.467962790354774505e+00,2.407595307184519307e+00,2.309478789531719478e+00,7.352419788337545281e-01,6.973795394137916048e-01,1.438298148042971958e+00,1.165385004934382351e+00,2.481565304581072162e+00,1.804425975869204057e+00,2.196682462907117106e+00,7.632108192763191745e-01,2.166588380763137422e+00,9.688643708709130387e-01,1.117618913185435492e+00,1.390033177394199182e+00,1.782201654750110498e+00,1.349988576557796582e+00,8.843200343488792914e-01,1.786820183790559957e+00,1.464766999718441154e+00,2.039162820882541638e+00,1.473956098981366925e+00,1.341016011921857265e+00,7.818887070943378870e-01,1.537747150257847473e+00,1.695577572757483109e+00,1.524816833403876304e+00,1.340082710593762716e+00,2.119745326166405874e+00,1.951242633321398356e+00,1.463024800823123472e+00,2.199632980674361526e+00,1.732417151602662075e+00,2.492531784352663315e+00,2.331101782948468149e+00,1.313190077924230259e+00,1.461227885808316529e+00
4.000000000000000000e+00,3.737597626624967688e+02,1.448697034855047416e+00,2.610520315912082001e+00,1.618001954246472751e+00,2.043019559319807499e+00,0.000000000000000000e+00,1.746850761711277622e+00,2.843489453947696255e+00,2.946038594291644053e+00,2.509178400478093263e+00,2.099213088376693737e+00,2.527785383492687998e+00,2.259931558344328018e+00,1.469784175418746841e+00,2.239593166069657748e+00,3.179225682899402994e+00,3.081109165246602721e+00,1.506872354548637993e+00,1.469009915128675070e+00,2.209928523757855423e+00,1.937015380649265817e+00,3.253195680295955405e+00,2.576056351584087523e+00,2.968312838622000349e+00,1.534841194991202640e+00,2.938218756478020666e+00,1.740494746585796504e+00,1.889249288900318957e+00,2.161663553109082869e+00,2.553832030464993963e+00,2.121618952272680048e+00,1.655950410063762757e+00,2.558450559505443422e+00,2.236397375433324619e+00,2.810793196597424881e+00,2.245586474696250612e+00,2.112646387636740730e+00,1.553519082809221352e+00,2.309377525972730716e+00,2.467207948472366574e+00,2.296447209118759769e+00,2.111713086308646403e+00,2.891375701881289118e+00,2.722873009036281822e+00,2.234655176538006938e+00,2.971263356389244770e+00,2.504047527317545541e+00,3.264162160067547003e+00,3.102732158663351836e+00,2.084820453639113502e+00,2.232858261523199772e+00
5.000000000000000000e+00,2.945756093926628978e+02,3.808978615316338523e-01,1.542721142588668437e+00,5.502027809230591870e-01,9.752203859963941568e-01,1.746850761711277622e+00,0.000000000000000000e+00,1.775690280624282469e+00,1.878239420968230267e+00,1.441379227154679699e+00,1.031413915053280173e+00,1.459986210169274656e+00,1.192132385020914453e+00,4.019850020953332770e-01,1.171793992746244406e+00,2.111426509575989208e+00,2.013309991923189379e+00,4.390731812252244293e-01,4.012107418052615060e-01,1.142129350434441859e+00,8.692162073258522526e-01,2.185396506972542063e+00,1.508257178260673959e+00,1.900513665298587007e+00,4.670420216677890757e-01,1.870419583154607324e+00,6.726955732623829398e-01,8.214501155769053931e-01,1.093864379785669083e+00,1.486032857141580399e+00,1.053819778949266484e+00,5.881512367403491925e-01,1.490651386182029858e+00,1.168598202109911055e+00,1.742994023274011317e+00,1.177787301372836826e+00,1.044847214313327166e+00,4.857199094858077881e-01,1.241578352649317374e+00,1.399408775148953010e+00,1.228648035795346205e+00,1.043913912985232617e+00,1.823576528557875553e+00,1.655073835712868258e+00,1.166856003214593374e+00,1.903464183065831206e+00,1.436248353994131977e+00,2.196362986744133217e+00,2.034932985339938050e+00,1.017021280315700160e+00,1.165059088199786430e+00
6.000000000000000000e+00,3.119723103322713769e+02,1.477536553768052263e+00,2.639359834825087070e+00,1.646841473159477598e+00,2.071859078232812568e+00,2.843489453947696255e+00,1.775690280624282469e+00,0.000000000000000000e+00,2.974878113204648677e+00,2.538017919391098332e+00,2.128052607289698805e+00,2.556624902405693067e+00,2.288771077257332642e+00,1.498623694331751688e+00,2.268432684982662817e+00,3.208065201812408063e+00,3.109948684159607790e+00,1.535711873461642840e+00,1.497849434041679917e+00,2.238768042670860048e+00,1.965854899562270663e+00,3.282035199208960474e+00,2.604895870497092147e+00,2.997152357535005418e+00,1.563680713904207487e+00,2.967058275391025735e+00,1.769334265498801351e+00,1.918088807813323804e+00,2.190503072022087494e+00,2.582671549377998588e+00,2.150458471185684672e+00,1.684789928976767603e+00,2.587290078418448047e+00,2.265236894346329244e+00,2.839632715510429506e+00,2.274425993609255237e+00,2.141485906549745799e+00,1.582358601722226199e+00,2.338217044885735785e+00,2.496047467385371199e+00,2.325286728031764838e+00,2.140552605221651028e+00,2.920215220794293742e+00,2.751712527949286446e+00,2.263494695451012007e+00,3.000102875302249394e+00,2.532887046230550609e+00,3.293001678980552072e+00,3.131571677576356905e+00,2.113659972552118571e+00,2.261697780436204841e+00
7.000000000000000000e+00,5.231892276160117490e+02,1.580085694112000061e+00,2.741908975169034868e+00,1.749390613503425396e+00,2.174408218576760365e+00,2.946038594291644053e+00,1.878239420968230267e+00,2.974878113204648677e+00,0.000000000000000000e+00,2.640567059735046129e+00,2.230601747633646603e+00,2.659174042749640865e+00,2.391320217601280440e+00,1.601172834675699486e+00,2.370981825326610615e+00,3.310614342156355860e+00,3.212497824503555588e+00,1.638261013805590638e+00,1.600398574385627715e+00,2.341317183014807846e+00,2.068404039906218461e+00,3.384584339552908272e+00,2.707445010841039945e+00,3.099701497878953216e+00,1.666229854248155284e+00,3.069607415734973532e+00,1.871883405842749148e+00,2.020637948157271602e+00,2.293052212366035292e+00,2.685220689721946385e+00,2.253007611529632470e+00,1.787339069320715401e+00,2.689839218762395845e+00,2.367786034690277042e+00,2.942181855854377304e+00,2.376975133953203034e+00,2.244035046893693597e+00,1.684907742066173997e+00,2.440766185229683582e+00,2.598596607729318997e+00,2.427835868375712636e+00,2.243101745565598826e+00,3.022764361138241540e+00,2.854261668293234244e+00,2.366043835794959804e+00,3.102652015646197192e+00,2.635436186574498407e+00,3.395550819324499869e+00,3.234120817920304702e+00,2.216209112896066369e+00,2.364246920780152639e+00
8.000000000000000000e+00,3.377011159377682361e+02,1.143225500298449493e+00,2.305048781355484078e+00,1.312530419689874828e+00,1.737548024763209797e+00,2.509178400478093263e+00,1.441379227154679699e+00,2.538017919391098332e+00,2.640567059735046129e+00,0.000000000000000000e+00,1.793741553820095813e+00,2.222313848936090075e+00,1.954460023787730094e+00,1.164312640862148918e+00,1.934121631513060047e+00,2.873754148342805070e+00,2.775637630690004798e+00,1.201400819992040070e+00,1.163538380572077147e+00,1.904456989201257500e+00,1.631543846092667893e+00,2.947724145739357482e+00,2.270584817027489599e+00,2.662841304065402426e+00,1.229369660434604716e+00,2.632747221921422742e+00,1.435023212029198580e+00,1.583777754343721034e+00,1.856192018552484724e+00,2.248360495908396040e+00,1.816147417716082124e+00,1.350478875507164833e+00,2.252979024948845499e+00,1.930925840876726696e+00,2.505321662040826958e+00,1.940114940139652466e+00,1.807174853080142807e+00,1.248047548252623429e+00,2.003905991416132792e+00,2.161736413915768651e+00,1.990975674562161846e+00,1.806241551752048258e+00,2.585904167324691194e+00,2.417401474479683898e+00,1.929183641981409014e+00,2.665791821832646846e+00,2.198575992760947617e+00,2.958690625510949079e+00,2.797260624106753912e+00,1.779348919082515801e+00,1.927386726966602071e+00
9.000000000000000000e+00,4.062963833490159118e+02,7.332601881970499669e-01,1.895083469254084552e+00,9.025651075884753016e-01,1.327582712661810271e+00,2.099213088376693737e+00,1.031413915053280173e+00,2.128052607289698805e+00,2.230601747633646603e+00,1.793741553820095813e+00,0.000000000000000000e+00,1.812348536834690771e+00,1.544494711686330568e+00,7.543473287607493916e-01,1.524156319411660521e+00,2.463788836241405544e+00,2.365672318588605272e+00,7.914355078906405438e-01,7.535730684706776206e-01,1.494491677099857974e+00,1.221578533991268367e+00,2.537758833637957956e+00,1.860619504926090073e+00,2.252875991964002900e+00,8.194043483332051903e-01,2.222781909820023216e+00,1.025057899927799054e+00,1.173812442242321508e+00,1.446226706451085198e+00,1.838395183806996513e+00,1.406182105614682598e+00,9.405135634057653071e-01,1.843013712847445973e+00,1.520960528775327170e+00,2.095356349939427432e+00,1.530149628038252940e+00,1.397209540978743281e+00,8.380822361512239027e-01,1.593940679314733488e+00,1.751771101814369125e+00,1.581010362460762320e+00,1.396276239650648732e+00,2.175938855223291668e+00,2.007436162378284372e+00,1.519218329880009488e+00,2.255826509731247320e+00,1.788610680659548091e+00,2.548725313409549553e+00,2.387295312005354386e+00,1.369383606981116275e+00,1.517421414865202545e+00
